Region	Auftraggeber	Art Bauwerk	Art Arbeit	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
......7609 Zug (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7608 Glarus (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	32000	20527	20029	26236	0	0	0	0	0	0
......7608 Glarus (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	2289	0	0	0	0	87	325	1100	0	0	0	0	0	39	0	800	722	28
......7608 Glarus (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	1309	6799	6001	6176	6947	4207	4785	6620	5665	2122	1166	2344	2119	1971	1331	2517	1757	1793
......7608 Glarus (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	3791	4532	7575	6238	4890	1292	3086	1861	2509	707	4012	4883	12053	26809	38866	9725	6897	20771
......7608 Glarus (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	51250	0	19250	0	0	0
......7608 Glarus (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	800	0	0	0	0	0	1100	800	20	0	0	0	0	0	0	0	0	0
......7608 Glarus (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477827	464339	229272	453225
......7608 Glarus (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	0	0	0	4000	3500	500	100	0	40	40	0	0	700	750	5962	50	2500	850
......7607 Nidwald (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	4600	3900	8800	0
......7607 Nidwald (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	7840	9280	10700	10600	18225	6965	500	6000	8400	2600	0
......7607 Nidwald (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	9456	8648	14700	32440	39320	34954	35720	55929	2196	38971	41963	43777	32332	42370	27952	34469	10247	3311
......7607 Nidwald (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	3073	1510	1000	1460	2788	2668	3172	5580	5812	27351	48590	23394	24073	38187	53352	23218	14682	14857
......7607 Nidwald (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7607 Nidwald (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	106	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7607 Nidwald (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	0	0	200	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0
......7607 Nidwald (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	600	823	620	500	12400	17522	14100	22875	19576	0	0	0	0	0	0	0	0	0
......7606 Obwald (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7606 Obwald (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	0	190	280	0	0	0	0	200	70	80	20	1668	350	0	0	0	0	0
......7606 Obwald (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	3926	1854	660	605	5552	10814	13503	10669	9536	4055	4564	4594	5038	5214	4202	3825	6741	5574
......7606 Obwald (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	1358	5915	8160	2090	3879	3849	3567	725	5606	9217	1819	10715	5723	3945	627	3639	1812	5477
......7606 Obwald (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7606 Obwald (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7606 Obwald (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7606 Obwald (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7605 Schwyz (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7605 Schwyz (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	50	0	0	0	0	2020	2537	3523	356	262	0	0	2272	966	10200	2030	542	311
......7605 Schwyz (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	51339	34325	36937	47157	41095	39276	60724	62310	43529	45393	48393	50788	68551	64135	46085	32577	8950	12905
......7605 Schwyz (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	20447	8460	17086	19290	13838	21350	13819	28518	27552	10505	10456	17638	34378	42876	40009	28582	25460	32914
......7605 Schwyz (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	800	200	100	0	0	0	0	0	0	0	0	0	0	0
......7605 Schwyz (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	50	1139	200	0	0	0	0	0	0	0	0	0	0	0
......7605 Schwyz (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	200	140	160	40	0	0	0	0	0	5934	1500	0	0	0
......7605 Schwyz (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	40	0	0	3590	6475	6485	4756	9571	9228	7047	7897	500	4700
......7604 Uri (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7604 Uri (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	600	296	0	263	1092	0	1788	0	807	2792	0	580	800	0
......7604 Uri (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	27534	25692	28810	51888	96773	73088	187305	227059	211556	242937	279191	337997	327810	344215	245037	194613	142578	79292
......7604 Uri (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	59161	96820	70887	61576	103791	99106	85764	74436	59792	97082	131958	126534	70087	97944	84183	81915	58063	86271
......7604 Uri (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7604 Uri (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0
......7604 Uri (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	0	0	0	1800	63	59	0	0	0	0	0	0	0	0	0	0	0	0
......7604 Uri (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	0	0	545	1275	2079	5320	3576	85	6810	770	120	350	950	146	50	2450	2500	200
......7603 Luzern (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......7603 Luzern (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	3697	4929	2218	1245	2412	0	450	4385	3598	100	500	664	586
......7603 Luzern (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	28934	85793	62852	106782	124438	153767	139324	111170	36164	96926	82219	98437	183892	128491	97941	78231	101315	78170
......7603 Luzern (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	37027	40971	47617	33680	30978	40221	37355	28119	46922	40127	32756	70267	33000	41060	77898	176792	149312	91937
......7603 Luzern (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	3000	0	0	0
......7603 Luzern (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	1390	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
......7603 Luzern (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	3590	3783	10564	7056	3237	8840	3218	1622	0	0	1500	1600	1743	94	0	0	0	0
......7603 Luzern (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	6000	0	0	0	0	0	0	3000	5000	10000	24000	11180	11441	11573	12000	15712	400	2120
......7602 Bern (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	120	80	48951	0	0	0	0	0	0	0	0	0	0	0	0
......7602 Bern (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	17984	25879	15390	7000	4680	30987	15900	22168	14761	15245	9193	3813	5364	2555	3244	4060	7996	4996
......7602 Bern (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	261323	258006	271744	280676	196514	228997	245798	299662	259973	231913	210424	224216	286027	305206	330780	318119	332553	389676
......7602 Bern (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	93747	51692	43974	39721	62081	48043	60218	67107	84046	78705	71677	62532	68788	158653	146320	179550	202773	214197
......7602 Bern (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	1000	161	37	150	56	47	12485	20000	17700	0	1925	4257	6792	4685
......7602 Bern (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	12168	2017	1606	2556	812	2139	2032	1674	1477	1130	6208	1736	1012	324	3620	3099	3436	300
......7602 Bern (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	17765	13302	17296	14579	18473	8905	9110	7535	40837	53044	90546	97869	72377	32439	17762	29815	94401	162512
......7602 Bern (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	56868	83291	53556	42095	41315	30643	33435	40731	36211	25984	51507	49560	40261	28281	52701	38746	33570	24792
......7601 Zürich (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Neubau	0	2050	1750	1200	1500	2000	13146	1800	1700	2440	970	2001	0	2500	2500	24217	3307	220
......7601 Zürich (Unzuteilbar)	Öffentliche Auftraggeber	Hochbau	Umbau	45666	8358	1685	4455	3055	29779	44096	16206	12181	20774	11245	812	400	2136	1022	212148	2717	5968
......7601 Zürich (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Neubau	107901	120529	162510	204595	474527	386578	378849	96450	46353	30173	29225	46732	48164	75169	128924	162303	94649	180227
......7601 Zürich (Unzuteilbar)	Öffentliche Auftraggeber	Tiefbau	Umbau	385363	328161	303143	315226	147116	156792	106203	29099	33123	68278	80178	138743	89162	210698	224988	302304	163859	213844
......7601 Zürich (Unzuteilbar)	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	70	0	0	978	3450	3399	0	0
......7601 Zürich (Unzuteilbar)	Private Auftraggeber	Hochbau	Umbau	21230	18325	14725	12500	22000	10177	1030	595	2543	8050	0	150	32221	33155	340	30300	40000	0
......7601 Zürich (Unzuteilbar)	Private Auftraggeber	Tiefbau	Neubau	58500	36000	15500	3500	12900	550	2592	250	0	0	1500	7600	4600	2700	719	2152	6090	20
......7601 Zürich (Unzuteilbar)	Private Auftraggeber	Tiefbau	Umbau	150	615	0	0	0	910	0	669	2999	3040	1955	930	6375	6065	40900	1400	200	610
......6810 La Baroche	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
......6810 La Baroche	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6810 La Baroche	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6810 La Baroche	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6810 La Baroche	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2049	883	1106
......6810 La Baroche	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	315	641	871
......6810 La Baroche	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
......6810 La Baroche	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6809 Haute-Ajoie	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6809 Haute-Ajoie	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6809 Haute-Ajoie	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0
......6809 Haute-Ajoie	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1750	0	0	0
......6809 Haute-Ajoie	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	472	0	1400
......6809 Haute-Ajoie	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	184	333	52
......6809 Haute-Ajoie	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
......6809 Haute-Ajoie	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6808 Clos du Doubs	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
......6808 Clos du Doubs	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	113	115	0
......6808 Clos du Doubs	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6808 Clos du Doubs	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6808 Clos du Doubs	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	3939	2447	337
......6808 Clos du Doubs	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	658	234	1393
......6808 Clos du Doubs	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6808 Clos du Doubs	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	80	6
......6807 Basse-Allaine	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6807 Basse-Allaine	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	190	0	0
......6807 Basse-Allaine	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6807 Basse-Allaine	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	65	0	0
......6807 Basse-Allaine	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	292	680	402
......6807 Basse-Allaine	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	350	106
......6807 Basse-Allaine	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6807 Basse-Allaine	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6806 Vendlincourt	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	2479	0	0	0	0	0	0	0	0	0	0	0	0	0
......6806 Vendlincourt	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	1040	0	0	0	46	0	0	0	0	0	0	0	0
......6806 Vendlincourt	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6806 Vendlincourt	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
......6806 Vendlincourt	Private Auftraggeber	Hochbau	Neubau	0	0	1007	145	145	0	380	480	170	860	340	736	185	0	839	514	734	74
......6806 Vendlincourt	Private Auftraggeber	Hochbau	Umbau	0	0	0	800	0	0	0	0	104	30	22	0	4750	2556	1189	247	178	192
......6806 Vendlincourt	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	90	90	20	16	6	0	0	0	0
......6806 Vendlincourt	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	128	0	0	0	0	0	0	0	0	3	2	8	0	0
......6805 Seleute*	Öffentliche Auftraggeber	Hochbau	Neubau	100	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6805 Seleute*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6805 Seleute*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0
......6805 Seleute*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6805 Seleute*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0
......6805 Seleute*	Private Auftraggeber	Hochbau	Umbau	640	0	0	0	100	0	0	0	100	160	115	100	100	0	0	0	0	0
......6805 Seleute*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6805 Seleute*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6804 Saint-Ursanne*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0
......6804 Saint-Ursanne*	Öffentliche Auftraggeber	Hochbau	Umbau	30	7	38	565	2	0	0	780	0	0	0	0	0	0	0	0	0	0
......6804 Saint-Ursanne*	Öffentliche Auftraggeber	Tiefbau	Neubau	4477	2660	2750	1588	746	500	0	0	0	0	0	0	0	0	0	0	0	0
......6804 Saint-Ursanne*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	400	400	0	10470	1150	0	0	0	0	0	0	0	0	0	0	0	0
......6804 Saint-Ursanne*	Private Auftraggeber	Hochbau	Neubau	250	510	468	10	2083	720	60	0	0	400	0	350	900	955	0	0	0	0
......6804 Saint-Ursanne*	Private Auftraggeber	Hochbau	Umbau	610	600	600	105	145	35	1405	672	419	350	790	1085	100	0	0	0	0	0
......6804 Saint-Ursanne*	Private Auftraggeber	Tiefbau	Neubau	0	0	10	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
......6804 Saint-Ursanne*	Private Auftraggeber	Tiefbau	Umbau	0	0	200	0	0	40	35	0	0	0	0	0	0	0	0	0	0	0
......6803 Rocourt	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6803 Rocourt	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6803 Rocourt	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6803 Rocourt	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6803 Rocourt	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	140	0
......6803 Rocourt	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	315	253	190	36	50	0	0	0	0	0
......6803 Rocourt	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6803 Rocourt	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6802 Roche-d'Or*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6802 Roche-d'Or*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6802 Roche-d'Or*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6802 Roche-d'Or*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	400	140	0	0	0	0	0	0	0	0	0	0
......6802 Roche-d'Or*	Private Auftraggeber	Hochbau	Neubau	0	0	180	0	0	0	0	0	0	360	0	250	0	0	0	0	0	0
......6802 Roche-d'Or*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	100	50	0	0	0	0	0	0	0	0	0
......6802 Roche-d'Or*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6802 Roche-d'Or*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6801 Réclère*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	55	0	55	0	0	0	0	0	0	0	0
......6801 Réclère*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6801 Réclère*	Öffentliche Auftraggeber	Tiefbau	Neubau	50	50	0	0	0	0	0	0	0	450	0	200	200	130	0	0	0	0
......6801 Réclère*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6801 Réclère*	Private Auftraggeber	Hochbau	Neubau	730	440	540	550	1750	1750	1860	892	602	402	282	282	0	0	0	0	0	0
......6801 Réclère*	Private Auftraggeber	Hochbau	Umbau	110	65	295	345	350	100	70	75	0	0	0	0	0	0	0	0	0	0
......6801 Réclère*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6801 Réclère*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6800 Porrentruy	Öffentliche Auftraggeber	Hochbau	Neubau	1850	2615	5065	1000	3000	700	3200	5900	11300	10155	7900	2420	0	0	200	1000	4000	806
......6800 Porrentruy	Öffentliche Auftraggeber	Hochbau	Umbau	13545	7420	445	1130	607	345	765	1800	9310	1735	9391	15259	11319	6197	8774	7064	7180	1918
......6800 Porrentruy	Öffentliche Auftraggeber	Tiefbau	Neubau	1196	1471	590	400	820	1150	360	790	1020	440	950	594	478	11	115	27	54	82
......6800 Porrentruy	Öffentliche Auftraggeber	Tiefbau	Umbau	305	1315	1460	3160	3218	2792	4490	2537	1280	3033	5352	1811	2650	0	324	871	339	3276
......6800 Porrentruy	Private Auftraggeber	Hochbau	Neubau	4045	2639	4446	1070	570	1335	400	1420	6314	6896	6370	8164	10706	2505	5981	14070	13735	37718
......6800 Porrentruy	Private Auftraggeber	Hochbau	Umbau	6265	2210	1520	650	925	570	109	50	2106	5152	1965	901	3547	3089	3293	3848	7806	7414
......6800 Porrentruy	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	95	0	0	0	25	70	0	0	50	117	0	12252	12851	8680
......6800 Porrentruy	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	37	528	749	0	0	20	20	21	275	0	23	25	25	12
......6799 Pleujouse*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6799 Pleujouse*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6799 Pleujouse*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6799 Pleujouse*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6799 Pleujouse*	Private Auftraggeber	Hochbau	Neubau	0	0	35	0	0	0	0	0	0	0	220	70	0	0	0	0	0	0
......6799 Pleujouse*	Private Auftraggeber	Hochbau	Umbau	200	0	0	0	0	0	0	0	60	60	0	60	0	0	0	0	0	0
......6799 Pleujouse*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6799 Pleujouse*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6798 Ocourt*	Öffentliche Auftraggeber	Hochbau	Neubau	100	0	0	470	272	350	0	0	0	0	0	0	0	0	0	0	0	0
......6798 Ocourt*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	380	0	50	0	0	0	0	0	0	0	0	0	0	0	0
......6798 Ocourt*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	150	0	0	0	0	200	420	100	133	168	133	0	0	0	0	0
......6798 Ocourt*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	150	100	0	0	0	0	0	0	0	0
......6798 Ocourt*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	600	0	300	200	0	0	0	84	0	0	0	0
......6798 Ocourt*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	300	100	912	152	182	277	0	0	0	0
......6798 Ocourt*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	95	2535	2535	1025	2510	0	0	0	0
......6798 Ocourt*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
......6797 Montmelon*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	50	10	9	9	0	0	0	0	0	0
......6797 Montmelon*	Öffentliche Auftraggeber	Hochbau	Umbau	100	150	0	300	50	150	196	0	0	0	0	0	0	0	0	0	0	0
......6797 Montmelon*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	180	330	0	0	0	280	0	0	30	5	56	1300	1400	0	0	0	0
......6797 Montmelon*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6797 Montmelon*	Private Auftraggeber	Hochbau	Neubau	0	150	300	700	0	1600	700	300	300	200	370	145	445	445	0	0	0	0
......6797 Montmelon*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	50	290	0	0	20	0	0	0	0	0	0
......6797 Montmelon*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6797 Montmelon*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6796 Montignez*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......6796 Montignez*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	200	87	0	0	200	0	0	400	0	0	0	0
